"nid","Sequence","Judge.Name","School","Degree","Degree.Year"
1390446,1,"Casey, Richard Conway","College of the Holy Cross","B.S.","1955"
1390446,2,"Casey, Richard Conway","Georgetown College (now Georgetown University) Law Center","LL.B.","1958"
1378931,1,"Cashin, John M.","Cornell University Department of Law","LL.B.","1915"
1393536,1,"Casper, Denise Jefferson","Wesleyan University","B.A.","1990"
1393536,2,"Casper, Denise Jefferson","Harvard Law School","J.D.","1994"
1391536,1,"Cassell, Paul G.","Stanford University","B.A.","1979"
1391536,2,"Cassell, Paul G.","Stanford Law School","J.D.","1984"
1378936,1,"Cassibry, Fred James","Tulane University","B.A.","1941"
1378936,2,"Cassibry, Fred James","Tulane University Law School","LL.B.","1943"
1378941,1,"Castagna, William John","University of Florida College of Law (now Fredric G. Levin College of Law)","LL.B.","1949"
1378941,2,"Castagna, William John","University of Florida College of Law (now Fredric G. Levin College of Law)","J.D.","1967"
1391981,1,"Castel, P. Kevin","St. John's University","B.S.","1972"
1391981,2,"Castel, P. Kevin","St. John's University School of Law","J.D.","1975"
1378946,1,"Castillo, Rubén","Loyola University Chicago","B.A.","1976"
1378946,2,"Castillo, Rubén","Northwestern University School of Law (now Pritzker School of Law)","J.D.","1979"
1378951,1,"Castle, Latham","Northwestern University School of Law (now Pritzker School of Law)","LL.B.","1924"
11732411,1,"Castner, Georgette","College of New Jersey","B.S.","2002"
11732411,2,"Castner, Georgette","Rutgers School of Law -- Camden","J.D.","2006"
1378956,1,"Catron, John","Read law","","1815"
1378961,1,"Caulfield, Barbara A.","Northwestern University","B.S.","1969"
1378961,2,"Caulfield, Barbara A.","Northwestern University School of Law (now Pritzker School of Law)","J.D.","1972"
1378966,1,"Cauthron, Robin J.","University of Oklahoma","B.A.","1970"
1378966,2,"Cauthron, Robin J.","Central State University (now University of Central Oklahoma)","M.Ed.","1974"
1378966,3,"Cauthron, Robin J.","University of Oklahoma College of Law","J.D.","1977"
1391236,1,"Cavanaugh, Dennis M.","Morehead State University","B.A.","1969"
1391236,2,"Cavanaugh, Dennis M.","Seton Hall University School of Law","J.D.","1972"
1391286,1,"Cebull, Richard F.","Montana State University","B.S.","1966"
1391286,2,"Cebull, Richard F.","University of Montana School of Law","J.D.","1969"
1393716,1,"Cecchi, Claire Claudia","Barnard College","B.A.","1986"
1393716,2,"Cecchi, Claire Claudia","Fordham University School of Law","J.D.","1989"
1378976,1,"Cecil, Lamar John Ryan","Rice Institute (now Rice University)","B.A.","1923"
1378976,2,"Cecil, Lamar John Ryan","University of Texas School of Law","LL.B.","1927"
1378981,1,"Cecil, Lester LeFevre","University of Michigan Law School","LL.B.","1917"
1378986,1,"Cedarbaum, Miriam Goldman","Barnard College","B.A.","1950"
1378986,2,"Cedarbaum, Miriam Goldman","Columbia Law School","LL.B.","1953"
1378991,1,"Celebrezze, Anthony Joseph","Ohio Northern University, Warren G. Harding College of Law","LL.B.","1936"
1391586,1,"Cercone, David S.","Westminster College, New Wilmington, Pennsylvania","B.A.","1974"
1391586,2,"Cercone, David S.","Duquesne University School of Law","J.D.","1977"
1378996,1,"Cerezo, Carmen Consuelo","University of Puerto Rico","B.A.","1963"
1378996,2,"Cerezo, Carmen Consuelo","University of Puerto Rico School of Law","J.D.","1966"
1378996,3,"Cerezo, Carmen Consuelo","University of Virginia School of Law","LL.M.","1988"
1392371,1,"Chagares, Michael A.","Gettysburg College","B.A.","1984"
1392371,2,"Chagares, Michael A.","Seton Hall University School of Law","J.D.","1987"
1379001,1,"Chambers, Richard Harvey","University of Arizona","A.B.","1929"
1379001,2,"Chambers, Richard Harvey","Stanford Law School","LL.B.","1932"
1390451,1,"Chambers, Robert Charles","Marshall University","A.B.","1974"
1390451,2,"Chambers, Robert Charles","West Virginia University College of Law","J.D.","1977"
1379006,1,"Chandler, Stephen Sanders, Jr.","University of Kansas School of Law","LL.B.","1922"
1393546,1,"Chang, Edmond E-Min","University of Michigan","B.S.E.","1991"
1393546,2,"Chang, Edmond E-Min","Northwestern University School of Law (now Pritzker School of Law)","J.D.","1994"
1379011,1,"Chapman, Robert Foster","University of South Carolina","B.S.","1945"
1379011,2,"Chapman, Robert Foster","University of South Carolina School of Law","LL.B.","1949"
1394206,1,"Chappell, Sheri Polster","University of Wisconsin","B.A.","1984"
1394206,2,"Chappell, Sheri Polster","Nova University (now Nova Southeastern University) Shepard Broad Law Center","J.D.","1987"
1379016,1,"Chasanow, Deborah K.","Rutgers University","B.A.","1970"
1379016,2,"Chasanow, Deborah K.","Stanford Law School","J.D.","1974"
1379021,1,"Chase, Harrie Brigham","Dartmouth College","A.B.","1909"
1379021,2,"Chase, Harrie Brigham","Boston University School of Law","LL.B.","1912"
1379026,1,"Chase, Salmon Portland","Dartmouth College","B.A.","1826"
1379026,2,"Chase, Salmon Portland","Read law","","1829"
1379031,1,"Chase, Samuel","Read law","","1763"
1379041,1,"Chatfield, Thomas","Yale College","A.B.","1893"
1379041,2,"Chatfield, Thomas","Columbia Law School","LL.B.","1896"
1379036,1,"Chatigny, Robert N.","Brown University","A.B.","1973"
1379036,2,"Chatigny, Robert N.","Georgetown University Law Center","J.D.","1978"
13761911,1,"Cheeks, Benjamin Jerome","University of Miami","B.A.","2000"
13761911,2,"Cheeks, Benjamin Jerome","American University, Washington College of Law","J.D.","2003"
1393696,1,"Chen, Edward Milton","University of California, Berkeley","A.B.","1975"
1393696,2,"Chen, Edward Milton","University of California, Berkeley, School of Law","J.D.","1979"
1394131,1,"Chen, Pamela Ki Mai","University of Michigan","B.A.","1983"
1394131,2,"Chen, Pamela Ki Mai","Georgetown University Law Center","J.D.","1986"
1394261,1,"Chen, Raymond T.","University of California, Los Angeles","B.S.","1990"
1394261,2,"Chen, Raymond T.","New York University School of Law","J.D.","1994"
1390416,1,"Cheney, John Moses","Boston University School of Law","LL.B.","1885"
1391851,1,"Chertoff, Michael","Harvard College","A.B.","1975"
1391851,2,"Chertoff, Michael","Harvard Law School","J.D.","1978"
1391651,1,"Chesler, Stanley R.","State University of New York at Binghamton, Harpur College","B.A.","1968"
1391651,2,"Chesler, Stanley R.","St. John's University School of Law","J.D.","1974"
1379046,1,"Chesney, Maxine M.","University of California, Berkeley","B.A.","1964"
1379046,2,"Chesney, Maxine M.","University of California, Berkeley, School of Law","J.D.","1967"
1379051,1,"Chesnut, William Calvin","Johns Hopkins University","A.B.","1892"
1379051,2,"Chesnut, William Calvin","University of Maryland School of Law (now Francis King Carey School of Law)","LL.B.","1894"
1394381,1,"Chhabria, Vince Girdhari","University of California, Santa Cruz","B.A.","1991"
1394381,2,"Chhabria, Vince Girdhari","University of California, Berkeley, School of Law","J.D.","1998"
1393286,1,"Childs, Julianna Michelle","University of South Florida","B.S.","1988"
1393286,2,"Childs, Julianna Michelle","University of South Carolina School of Law","J.D.","1991"
1393286,3,"Childs, Julianna Michelle","University of South Carolina School of Business","M.A.","1991"
1379056,1,"Chilson, Olin Hatfield","University of Colorado Law School","LL.B.","1927"
1379061,1,"Chin, Denny","Princeton University","B.A.","1975"
1379061,2,"Chin, Denny","Fordham University School of Law","J.D.","1978"
1379066,1,"Chipman, Nathaniel","Yale College","","1777"
1379071,1,"Choate, Emett Clay","Indiana University School of Law -- Bloomington (now Maurer School of Law)","LL.B.","1914"
1379076,1,"Choate, William Gardner","Harvard University","A.B.","1852"
1379076,2,"Choate, William Gardner","Harvard Law School","LL.B.","1854"
1379081,1,"Cholakis, Con. G.","Siena College","B.A.","1955"
1379081,2,"Cholakis, Con. G.","Albany Law School","J.D.","1958"
13706601,1,"Choudhury, Nusrat Jahan","Columbia University","B.A.","1998"
13706601,2,"Choudhury, Nusrat Jahan","Princeton University, Woodrow Wilson School of Public and International Affairs (now Princeton School of Public and International Affairs)","M.P.A.","2006"
13706601,3,"Choudhury, Nusrat Jahan","Yale Law School","J.D.","2006"
1379086,1,"Choy, Herbert Young Cho","University of Hawaii","B.A.","1938"
1379086,2,"Choy, Herbert Young Cho","Harvard Law School","J.D.","1941"
1393881,1,"Christen, Morgan","University of Washington","B.A.","1983"
1393881,2,"Christen, Morgan","Golden Gate University School of Law","J.D.","1986"
1379091,1,"Christenberry, Herbert William","New York University",""," "
1379091,2,"Christenberry, Herbert William","Loyola University New Orleans School of Law","LL.B.","1924"
1379096,1,"Christensen, Albert Sherman","National University School of Law (now George Washington University Law School)","LL.B.","1931"
1379096,2,"Christensen, Albert Sherman","George Washington University Law School","J.D.","1968"
1393876,1,"Christensen, Dana Lewis","Stanford University","B.A.","1973"
1393876,2,"Christensen, Dana Lewis","University of Montana School of Law","J.D.","1976"
1379101,1,"Christie, Sidney Lee","Dunsmore Business College","business college degree","1924"
1379101,2,"Christie, Sidney Lee","Cumberland School of Law","LL.B.","1928"
1394471,1,"Chuang, Theodore David","Harvard College","B.A.","1991"
1394471,2,"Chuang, Theodore David","Harvard Law School","J.D.","1994"
11695891,1,"Chun, John Hyungseung","Columbia University","B.A.","1991"
11695891,2,"Chun, John Hyungseung","Cornell Law School","J.D.","1994"
13257261,1,"Chung, Cindy Kyounga","Yale University","B.A.","1997"
13257261,2,"Chung, Cindy Kyounga","Columbia Law School","J.D.","2002"
1379106,1,"Churchill, James Paul","University of Michigan","B.B.A.","1947"
1379106,2,"Churchill, James Paul","University of Michigan Law School","LL.B.","1950"
1394546,1,"Chutkan, Tanya Sue","George Washington University","B.A.","1983"
1394546,2,"Chutkan, Tanya Sue","University of Pennsylvania Law School (now Carey Law School)","J.D.","1987"
1379111,1,"Cindrich, Robert J.","Wittenberg University","A.B.","1965"
1379111,2,"Cindrich, Robert J.","University of Pittsburgh School of Law","J.D.","1968"
1379116,1,"Cire, George Edward","St. Edward's University","B.S.","1943"
1379116,2,"Cire, George Edward","University of Texas School of Law","LL.B.","1948"
1390736,1,"Clabaugh, Harry M.","University of Maryland School of Law (now Francis King Carey School of Law)","LL.B.","1878"
1379121,1,"Claiborne, Harry E.","Cumberland School of Law","LL.B.","1941"
1379126,1,"Clancy, John William","Fordham College","B.A.","1909"
1379126,2,"Clancy, John William","Fordham University School of Law","LL.B.","1912"
1379131,1,"Clarie, T. Emmet","Providence College","Ph.B.","1933"
1379131,2,"Clarie, T. Emmet","Hartford College of Law (now University of Connecticut School of Law)","LL.B.","1938"
1379136,1,"Clark, Bennett Champ","University of Missouri","B.A.","1913"
1379136,2,"Clark, Bennett Champ","George Washington University Law School","LL.B.","1914"
1379141,1,"Clark, Charles","University of Mississippi School of Law","LL.B.","1948"
1379146,1,"Clark, Charles Dickens","Burritt College","B.A.","1871"
1379146,2,"Clark, Charles Dickens","Cumberland School of Law","LL.B.","1873"
1379151,1,"Clark, Charles Edward","Yale College","B.A.","1911"
1379151,2,"Clark, Charles Edward","Yale Law School","LL.B.","1913"
1379156,1,"Clark, Chase Addison","University of Michigan",""," "
1379156,2,"Clark, Chase Addison","Read law","","1904"
1379161,1,"Clark, Daniel","Dartmouth College","","1834"
1379161,2,"Clark, Daniel","Read law","","1836"
1391636,1,"Clark, Ron","University of Connecticut","B.A.","1973"
1391636,2,"Clark, Ron","University of Connecticut","M.A.","1974"
1391636,3,"Clark, Ron","University of Texas School of Law","J.D.","1979"
1379166,1,"Clark, Russell Gentry","University of Missouri School of Law","LL.B.","1952"
6489106,1,"Clark, Stephen Robert, Sr.","University of Notre Dame","B.A.","1988"
6489106,2,"Clark, Stephen Robert, Sr.","St. Louis University School of Law","J.D.","1991"
1379171,1,"Clark, Thomas Alonzo","Washington and Lee University","B.S.","1942"
1379171,2,"Clark, Thomas Alonzo","University of Georgia School of Law","LL.B.","1949"
1379176,1,"Clark, Tom C.","University of Texas","A.B.","1921"
1379176,2,"Clark, Tom C.","University of Texas School of Law","LL.B.","1922"
1379181,1,"Clark, William","Harvard University","B.A.","1911"
1379181,2,"Clark, William","Harvard University","M.A.","1912"
1379181,3,"Clark, William","Harvard Law School","LL.B.","1915"
13408976,1,"Clarke, Jessica Gloria Lynn","Northwestern University","B.A.","2005"
13408976,2,"Clarke, Jessica Gloria Lynn","Ohio State University Michael E. Moritz College of Law","J.D.","2008"
1379186,1,"Clarke, John Hessin","Western Reserve College (now Case Western Reserve University)","A.B.","1877"
1379186,2,"Clarke, John Hessin","Read law","","1878"
1379191,1,"Clarke, Joseph Calvitt, Jr.","University of Virginia","B.S.","1945"
1379191,2,"Clarke, Joseph Calvitt, Jr.","University of Virginia School of Law","LL.B.","1945"
1379196,1,"Clarke, Thurmond","University of Southern California Law School (now Gould School of Law)","LL.B.","1927"
1379201,1,"Clary, Thomas James","Cornell University","A.B.","1920"
1379201,2,"Clary, Thomas James","Georgetown College Law School (now Georgetown University Law Center)","LL.B.","1924"
1390456,1,"Clay, Eric L.","University of North Carolina","B.A.","1969"
1390456,2,"Clay, Eric L.","Yale Law School","J.D.","1972"
1379206,1,"Clay, Joseph, Jr.","College of New Jersey (now Princeton University)","","1784"
1379206,2,"Clay, Joseph, Jr.","Read law","","1790"
1379211,1,"Clayton, Claude Feemster","University of Mississippi School of Law","LL.B.","1931"
1379216,1,"Clayton, Henry De Lamar","University of Alabama","A.B.","1877"
1379216,2,"Clayton, Henry De Lamar","University of Alabama School of Law","LL.B.","1878"
1379221,1,"Cleland, Robert Hardy","Michigan State University","B.A.","1969"
1379221,2,"Cleland, Robert Hardy","University of North Carolina School of Law","J.D.","1972"
1379226,1,"Clement, Edith Brown","University of Alabama","B.A.","1969"
1379226,2,"Clement, Edith Brown","Tulane University Law School","J.D.","1973"
1379231,1,"Clemon, U. W.","Miles College","B.A.","1965"
1379231,2,"Clemon, U. W.","Columbia Law School","J.D.","1968"
1379236,1,"Clevenger, Raymond Charles III","Yale University","B.A.","1959"
1379236,2,"Clevenger, Raymond Charles III","Yale Law School","LL.B.","1966"
1379241,1,"Clevert, Charles N., Jr.","Davis and Elkins College","B.A.","1969"
1379241,2,"Clevert, Charles N., Jr.","Georgetown University Law Center","J.D.","1972"
1379246,1,"Cliffe, Adam C.","Northwestern University School of Law (now Pritzker School of Law)","LL.B."," "
1379246,2,"Cliffe, Adam C.","Read law","","1897"
1379251,1,"Clifford, John David, Jr.","Bowdoin College","A.B.","1910"
1379251,2,"Clifford, John David, Jr.","Georgetown College Law School (now Georgetown University Law Center)","LL.B.","1913"
1379256,1,"Clifford, Nathan","Read law","","1827"
1391546,1,"Clifton, Richard R.","Princeton University","A.B.","1972"
1391546,2,"Clifton, Richard R.","Yale Law School","J.D.","1975"
1393326,1,"Cline, Genevieve Rose","Baldwin-Wallace College","LL.B.","1921"
1379261,1,"Coar, David H.","Syracuse University","B.A.","1964"
1379261,2,"Coar, David H.","Loyola University Chicago School of Law","J.D.","1969"
1379261,3,"Coar, David H.","Harvard Law School","LL.M.","1970"
1379266,1,"Cobb, Howell","University of Virginia School of Law","LL.B.","1948"
10929791,1,"Cobb, Jia Michelle","Northwestern University","B.A.","2002"
10929791,2,"Cobb, Jia Michelle","Harvard Law School","J.D.","2005"
1379271,1,"Cochran, Andrew McConnell January","Centre College","A.B.","1873"
